Article Link,Article Name,DateTime,Site Name
https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9haS9taWNyb3NvZnQtdGFyZ2V0cy1udWNsZWFyLXRvLXBvd2VyLWFpLW9wZXJhdGlvbnMtZTEwZmY3OTjSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Targets Nuclear to Power AI Operations,2023-12-12 08:00:00,wsj
https://news.google.com/articles/CBMilgFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9zdG9jay1tYXJrZXQtdG9kYXktZG93LWpvbmVzLTExLTA3LTIwMjMvY2FyZC9taWNyb3NvZnQtc3RvY2staXMtb24tdHJhY2stZm9yLWFub3RoZXItcmVjb3JkLWhpZ2gtSU10cG5KSmR2bVZDQ3prdURuclLSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Stock Just Set Another Record High,2023-11-07 08:00:00,wsj
https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9haS9taWNyb3NvZnRzLWNocmlzLXlvdW5nLW9uLWJyaW5naW5nLWFpLXRvLW1haW4tc3RyZWV0LTJkNTBiNTMy0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft's Chris Young on Bringing AI to Main Street,2023-11-11 08:00:00,wsj
https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9haS9taWNyb3NvZnQtYXNrcy1odW5kcmVkcy1vZi1jaGluYS1iYXNlZC1haS1zdGFmZi10by1yZWxvY2F0ZS1hbWlkLXUtcy1jaGluYS10ZW5zaW9ucy1iNjI2ZmY4Y9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Exclusive | Microsoft Asks Hundreds of China-Based AI Staff to Consider Relocating Amid U.S.-China Tensions,2024-05-16 07:00:00,wsj
https://news.google.com/articles/CBMilAFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9mZWQtbWVldGluZy1mb21jLWludGVyZXN0LXJhdGUtamFudWFyeS0yMDI0L2NhcmQvYWxwaGFiZXQtbWljcm9zb2Z0LXN0b2Nrcy1mYWxsLWFmdGVyLWVhcm5pbmdzLUJJajBReGlWa3hhOUI3d2ZZNVpu0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Alphabet, Microsoft Stocks Fall After Earnings",2024-01-31 08:00:00,wsj
https://news.google.com/articles/CBMikgFodHRwczovL3d3dy53c2ouY29tL2FydGljbGVzL2xpbmEta2hhbi1hY3RpdmlzaW9uLWJsaXp6YXJkLW1pY3Jvc29mdC1qdWRnZS1qYWNxdWVsaW5lLXNjb3R0LWNvcmxleS1mZWRlcmFsLXRyYWRlLWNvbW1pc3Npb24tYW50aXRydXN0LWxhdy01MmNkMWE2NdIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Opinion | Lina Khan Whiffs on the Microsoft-Activision Tie-Up,2023-07-11 07:00:00,wsj
https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9taWNyb3NvZnQtdGVtcG9yYXJpbHktYmxvY2tlZC1pbnRlcm5hbC1hY2Nlc3MtdG8tY2hhdGdwdC1jaXRpbmctZGF0YS1jb25jZXJucy1jMWNhNDc1ZNIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Microsoft Temporarily Blocked Internal Access to ChatGPT, Citing Data Concerns",2023-11-09 08:00:00,wsj
https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9haS9taWNyb3NvZnQtdG8taW52ZXN0LW92ZXItMy1iaWxsaW9uLXRvLWJ1aWxkLWFpLWluLXdpc2NvbnNpbi02NGY3YjZlM9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft to Invest Over $3 Billion to Build AI in Wisconsin,2024-05-08 07:00:00,wsj
https://news.google.com/articles/CBMitwFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9zdG9jay1tYXJrZXQtdG9kYXktZG93LWpvbmVzLWJhbmstZWFybmluZ3MtMDEtMTYtMjAyNC9jYXJkL21pY3Jvc29mdC1zZXQtdG8taW5jcmVhc2UtaXRzLWxlYWQtb3Zlci1hcHBsZS1hcy11LXMtcy1sYXJnZXN0LWNvbXBhbnktbERpalRoUjgxWFhlVkVUN1FicEPSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft's Lead Over Apple as U.S.'s Largest Company Grows,2024-01-16 08:00:00,wsj
https://news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvbWljcm9zb2Z0cy1ob3RseS1hbnRpY2lwYXRlZC1nZW5lcmF0aXZlLWFpLXdvcmstYXNzaXN0YW50LXNldC10by1kZWJ1dC1hYTI2M2ExONIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,CIOs Assess Whether Microsoft's AI Copilot Justifies Premium Price,2023-10-31 07:00:00,wsj
