Date,Time,Open,High,Low,Close,Volume
2023-06-23,13:35:00,122.685,122.71,122.6501,122.7,19401.0
2023-06-23,13:36:00,122.7,122.7,122.59,122.615,19321.0
2023-06-23,13:37:00,122.62,122.66,122.5801,122.59,18559.0
2023-06-23,13:38:00,122.59,122.645,122.59,122.6059,11507.0
2023-06-23,13:39:00,122.66,122.6767,122.615,122.6699,22291.0
2023-06-23,13:40:00,122.66,122.71,122.64,122.66,21378.0
2023-06-23,13:41:00,122.6683,122.67,122.595,122.595,16001.0
2023-06-23,13:42:00,122.59,122.6197,122.5328,122.54,23462.0
2023-06-23,13:43:00,122.545,122.565,122.5,122.5,13664.0
2023-06-23,13:44:00,122.49,122.57,122.49,122.55,13407.0
2023-06-23,13:45:00,122.55,122.57,122.52,122.565,15660.0
2023-06-23,13:46:00,122.56,122.575,122.5086,122.54,15184.0
2023-06-23,13:47:00,122.55,122.58,122.51,122.5299,12176.0
2023-06-23,13:48:00,122.52,122.58,122.505,122.57,19860.0
2023-06-23,13:49:00,122.57,122.59,122.537,122.56,19888.0
2023-06-23,13:50:00,122.56,122.56,122.52,122.525,19702.0
2023-06-23,13:51:00,122.525,122.59,122.49,122.58,21962.0
2023-06-23,13:52:00,122.59,122.65,122.59,122.62,28276.0
2023-06-23,13:53:00,122.635,122.65,122.615,122.615,15218.0
2023-06-23,13:54:00,122.61,122.615,122.56,122.575,11336.0
2023-06-23,13:55:00,122.585,122.59,122.54,122.56,20058.0
2023-06-23,13:56:00,122.565,122.63,122.565,122.62,23448.0
2023-06-23,13:57:00,122.62,122.655,122.62,122.65,19911.0
2023-06-23,13:58:00,122.64,122.64,122.565,122.59,16557.0
2023-06-23,13:59:00,122.585,122.59,122.53,122.53,16717.0
2023-06-23,14:00:00,122.52,122.545,122.47,122.48,42360.0
2023-06-23,14:01:00,122.465,122.56,122.465,122.54,20128.0
2023-06-23,14:02:00,122.54,122.54,122.5,122.53,17367.0
2023-06-23,14:03:00,122.54,122.605,122.51,122.6,16441.0
2023-06-23,14:04:00,122.62,122.625,122.57,122.6016,13258.0
2023-06-23,14:05:00,122.61,122.63,122.525,122.535,18642.0
2023-06-23,14:06:00,122.53,122.6,122.5,122.56,24799.0
2023-06-23,14:07:00,122.555,122.56,122.48,122.485,13105.0
2023-06-23,14:08:00,122.48,122.48,122.42,122.45,19906.0
2023-06-23,14:09:00,122.455,122.51,122.455,122.49,10873.0
2023-06-23,14:10:00,122.49,122.5,122.41,122.49,29255.0
2023-06-23,14:11:00,122.48,122.5,122.42,122.42,18183.0
2023-06-23,14:12:00,122.42,122.509,122.41,122.48,26135.0
2023-06-23,14:13:00,122.47,122.54,122.465,122.53,17756.0
2023-06-23,14:14:00,122.53,122.56,122.51,122.545,12363.0
2023-06-23,14:15:00,122.54,122.6,122.52,122.565,15704.0
2023-06-23,14:16:00,122.55,122.6301,122.545,122.6301,19053.0
2023-06-23,14:17:00,122.63,122.67,122.6,122.6,30098.0
2023-06-23,14:18:00,122.61,122.64,122.58,122.63,19712.0
2023-06-23,14:19:00,122.62,122.62,122.547,122.565,14080.0
2023-06-23,14:20:00,122.565,122.63,122.565,122.61,18403.0
2023-06-23,14:21:00,122.61,122.65,122.595,122.6075,22791.0
2023-06-23,14:22:00,122.61,122.625,122.585,122.59,13682.0
